"","Credit","balance_credit_acc","duration","moral","verw","hoehe","sparkont","beszeit","rate","famges","buerge","wohnzeit","verm","alter","weitkred","wohn","bishkred","beruf","pers","telef","gastarb"
"98","Bad","no balance or debit",36,"no problems with current credits at this bank","retraining",4455,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","male: divorced / living apart","none","1 <= ... < 4 years","not available / no assets",30,"at department store or mail order house","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"99","Good","no running account",9,"no previous credits / paid back all previous credits","used car",2136,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","male: married / widowed","none","1 <= ... < 4 years","not available / no assets",25,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"100","Good","no balance or debit",42,"paid back previous credits at this bank","retraining",5954,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","female: divorced / living apart / married","none","< 1 year","not available / no assets",41,"at other banks","rented flat","two or three","unskilled with permanent residence","3 and more","no","yes"
"101","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","used car",3777,"500,- <= ... < 1000,- DM","1 <= ... < 4 years","< 20","male: married / widowed","none",">= 7 years","not available / no assets",40,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"102","Good","no running account",15,"no previous credits / paid back all previous credits","retraining",806,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none",">= 7 years","Car / Other",22,"no further running credits","rented flat","one","unskilled with permanent residence","3 and more","no","yes"
"103","Good","no balance or debit",24,"no problems with current credits at this bank","retraining",4712," >= 1000,- DM","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Car / Other",34,"at other banks","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"104","Good","no balance or debit",36,"no problems with current credits at this bank","other",7432,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none","1 <= ... < 4 years","Car / Other",54,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"105","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","items of furniture",1851,"not available / no savings","4 <= ... < 7 years","< 20","female: single","Guarantor","1 <= ... < 4 years","Savings contract with a building society / Life insurance",33,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"106","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","other",1393,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","Guarantor","1 <= ... < 4 years","not available / no assets",31,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"107","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","retraining",1412,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","Guarantor","1 <= ... < 4 years","not available / no assets",29,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"108","Good"," ... >= 200 DM or checking account for at least 1 year",18,"no previous credits / paid back all previous credits","items of furniture",1473,"not available / no savings","<= 1 year","20 <= ... < 25","female: single","none",">= 7 years","not available / no assets",39,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"109","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","items of furniture",1533,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",38,"at department store or mail order house","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"110","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","repair",2012," >= 1000,- DM","4 <= ... < 7 years","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",61,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"111","Bad","no running account",15,"no previous credits / paid back all previous credits","other",3959,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","Car / Other",29,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"112","Good","no running account",6,"no previous credits / paid back all previous credits","used car",428,"not available / no savings",">= 7 years","25 <= ... < 35","female: divorced / living apart / married","none","< 1 year","Car / Other",49,"at other banks","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"113","Good","no balance or debit",12,"paid back previous credits at this bank","other",2366,"100,- <= ... < 500,- DM","4 <= ... < 7 years","20 <= ... < 25","male: divorced / living apart","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",36,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"114","Good"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","used car",763,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none","< 1 year","not available / no assets",26,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
